director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,movie_imdb_link
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1
Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,exodus: gods and kings,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1
Breck Eisner,Matthew McConaughey,Rainn Wilson,Delroy Lindo,Action Adventure Comedy Thriller,sahara,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1
unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1
Louis Leterrier,Liam Neeson,Jason Flemyng,Alexa Davalos,Action Adventure Fantasy,clash of the titans,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1
Paul Verhoeven,Ronny Cox,Rachel Ticotin,Marshall Bell,Action Sci-Fi,total recall,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1
José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,Action Crime Sci-Fi Thriller,robocop,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,oblivion,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,windtalkers,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1
Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action Adventure Sci-Fi,fantastic four,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,the patriot,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,ocean's twelve,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,insurgent,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,the aviator,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1
Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller,the green hornet,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1
unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime,the a-team            ,http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1
Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War,300: rise of an empire,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1
Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy,the smurfs,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1
Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation Comedy Family Music Western,home on the range,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1
Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller,allegiant,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1
Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport,real steel,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1
Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy,the smurfs 2,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1
Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,speed 2: cruise control,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1
Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action Sci-Fi,ender's game,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1
Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller,live free or die hard,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1
Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1
Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,Action Adventure Comedy,around the world in 80 days,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1
Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography Drama Sport,ali,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1
Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy,the cat in the hat,http://www.imdb.com/title/tt0312528/?ref_=fn_tt_tt_1
Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller,"i, robot",http://www.imdb.com/title/tt0343818/?ref_=fn_tt_tt_1
Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War,kingdom of heaven,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1
Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy,stuart little,http://www.imdb.com/title/tt0164912/?ref_=fn_tt_tt_1
Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance,the princess and the frog,http://www.imdb.com/title/tt0780521/?ref_=fn_tt_tt_1
Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure Drama Sci-Fi,the martian,http://www.imdb.com/title/tt3659388/?ref_=fn_tt_tt_1
Christopher Barnard,Mathew Buck,unknown,unknown,Comedy,"10,000 b.c.            ",http://www.imdb.com/title/tt1869849/?ref_=fn_tt_tt_1
Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,Action Adventure Romance Sci-Fi Thriller,the island,http://www.imdb.com/title/tt0399201/?ref_=fn_tt_tt_1
Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance,town & country,http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1
Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller,gone in sixty seconds,http://www.imdb.com/title/tt0187078/?ref_=fn_tt_tt_1
Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance,gladiator,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1
Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action Mystery Sci-Fi Thriller,minority report,http://www.imdb.com/title/tt0181689/?ref_=fn_tt_tt_1
